y,x,label
24.13593876,52.76080456,1
24.18349587,52.74180165,1
24.16633399,52.73678321,1
24.21061213,52.74921438,1
24.23812096,52.77064976,1
24.20993846,52.75592175,1
24.28697075,52.78425666,1
24.33314975,52.70965752,1
24.31854591,52.74174605,1
24.32963383,52.71078765,1
24.27466439,52.69666506,1
24.34895554,52.73384169,1
24.42700031,52.71652886,1
24.4212745,52.72299654,1
24.42475171,52.73857361,1
24.43105221,52.71763726,1
24.50951251,52.72291578,1
24.49315705,52.6778419,1
24.51449095,52.68527757,1
24.5511049,52.71277515,1
24.5784925,52.66856564,1
24.53990011,52.64976832,1
24.51257748,52.69963134,1
24.57123625,52.64924455,1
24.62139086,52.67468857,1
24.58204419,52.63828253,1
24.64667061,52.66597601,1
24.59900097,52.63550652,1
24.64907093,52.67637912,1
24.60455475,52.62407015,1
24.59425045,52.66273354,1
24.64487538,52.59534234,1
24.62695519,52.60579322,1
24.706629,52.61943387,1
24.70443445,52.62495195,1
24.61122185,52.59270856,1
24.65421041,52.5653556,1
24.61842883,52.6155426,1
24.70802172,52.58559461,1
24.72732544,52.58448001,1
24.68056622,52.57853274,1
24.66802638,52.58954099,1
24.68063986,52.555112,1
24.72473648,52.58398843,1
24.64534633,52.59875205,1
24.69737797,52.54939508,1
24.69866513,52.55825926,1
24.66977024,52.57692536,1
24.71180535,52.52740122,1
24.6630783,52.54902166,1
24.64835875,52.52355285,1
24.75242581,52.50735305,1
24.66199896,52.54450764,1
24.74992745,52.53279818,1
24.6794063,52.48827838,1
24.75915154,52.52392959,1
24.73247052,52.4943969,1
24.74227455,52.5218159,1
24.70361184,52.50430033,1
24.67497052,52.44593204,1
24.76272519,52.47930562,1
24.69987083,52.47316945,1
24.67641336,52.41102483,1
24.73223042,52.46604019,1
24.64924624,52.44006355,1
24.68442141,52.38362484,1
24.68780391,52.41577039,1
24.69407749,52.41172341,1
24.75304913,52.41146499,1
24.72136178,52.3436249,1
24.71718649,52.3898736,1
24.68558981,52.38006278,1
24.62325722,52.34169796,1
24.64829998,52.36706967,1
24.62943959,52.33569403,1
24.6642608,52.33591931,1
24.57569047,52.34076549,1
24.56652806,52.31752241,1
24.64810344,52.29114596,1
24.63263522,52.31450462,1
24.59992881,52.29364956,1
24.65959374,52.30119488,1
24.57552448,52.26566742,1
24.59170061,52.26346616,1
24.63036954,52.24893162,1
24.61126797,52.25634601,1
24.57317542,52.24517807,1
24.57234048,52.25850324,1
24.48123501,52.2008277,1
24.52748637,52.25059888,1
24.54645124,52.20795983,1
24.54291864,52.24942869,1
24.52872385,52.18583977,1
24.45604214,52.18556921,1
24.45793774,52.22462845,1
24.42198879,52.16606085,1
24.44417696,52.19095557,1
24.38957359,52.20841647,1
24.47510025,52.18879197,1
24.39871199,52.13633367,1
24.36114476,52.13065561,1
24.43544753,52.16938372,1
24.42888302,52.11269635,1
24.43878249,52.1039664,1
24.35160806,52.13281158,1
24.34525548,52.14510094,1
24.3380961,52.07896034,1
24.36179322,52.09394974,1
24.24665667,52.06173379,1
24.21942535,52.09234803,1
24.2408761,52.1072058,1
24.24008695,52.05699511,1
24.23078568,52.10420292,1
24.15805531,52.02717639,1
24.20402129,52.10063987,1
24.1482986,52.02842285,1
24.18912923,52.06329331,1
24.13901027,52.07921102,1
24.09336327,52.07291956,1
24.11762968,52.03530602,1
24.08617153,52.06445162,1
24.08989547,52.0275616,1
24.04134965,52.00257814,1
24.01204113,52.07867069,1
24.02785475,52.02725496,1
23.94565394,52.00196197,1
24.02213083,52.02430792,1
23.98105641,52.05459063,1
23.8973808,52.03004236,1
23.98075991,51.99142294,1
23.85934469,52.00044608,1
23.84513237,51.99570242,1
23.77934164,52.03783956,1
23.83921383,51.9773469,1
23.82762334,52.00529431,1
23.73228851,51.96511352,1
23.77908957,52.03318466,1
23.67381804,51.9907826,1
23.76421017,51.964576,1
23.63992419,51.99812249,1
23.71251066,52.03554527,1
23.64161351,51.97019649,1
23.62827723,52.03337527,1
23.551099,51.97665341,1
23.56768787,52.01259879,1
23.61222142,52.03294212,1
23.58313405,51.97866942,1
23.53712903,51.98567529,1
23.50501116,52.02941317,1
23.50680588,52.015345,1
23.38411468,52.02380343,1
23.37444758,52.01167047,1
23.33421357,51.97986059,1
23.39427893,52.00374117,1
23.27840321,51.97324015,1
23.24197789,52.01345908,1
23.32593,51.99926188,1
23.27205837,52.00577809,1
23.2412936,52.003942,1
23.276372,52.03949271,1
23.2451892,52.02293622,1
23.13455877,52.07044864,1
23.08433543,52.02777751,1
23.14353076,52.03628734,1
23.08313703,52.02558497,1
23.08269184,52.03351299,1
22.99748443,52.02467069,1
23.06784567,52.02273838,1
23.01538311,52.10292729,1
23.01822222,52.06511226,1
23.04002088,52.0936582,1
23.04887139,52.05464661,1
22.93280236,52.08078152,1
23.02531963,52.06448692,1
22.97713923,52.07068385,1
22.98286302,52.08640722,1
22.93444366,52.11364833,1
22.86646239,52.10233752,1
22.93870456,52.17180824,1
22.94283997,52.15767162,1
22.90965982,52.10741675,1
22.89224373,52.15240638,1
22.90522668,52.16720605,1
22.93868571,52.18674616,1
22.87520956,52.14112633,1
22.82967102,52.14771209,1
22.94709542,52.20863037,1
22.85578009,52.18903066,1
22.93886222,52.22237028,1
22.80493422,52.2348651,1
22.79922438,52.22077522,1
22.80709873,52.25759868,1
22.85865172,52.25495156,1
22.83560387,52.30906757,1
22.85289218,52.32138393,1
22.81912416,52.34085805,1
22.81887049,52.30976629,1
22.81715455,52.38268054,1
22.86872952,52.3284742,1
22.82324638,52.42472625,1
22.83908487,52.4319535,1
22.82189136,52.44502154,1
22.76970439,52.40265668,1
22.8871375,52.4476173,1
22.83664933,52.50032521,1
22.8651193,52.4944715,1
22.82919085,52.5471191,1
22.87526022,52.4964485,1
22.8426712,52.51370063,1
22.79352869,52.58171286,1
22.82026191,52.5416505,1
22.84153362,52.57072054,1
22.89349058,52.5790908,1
22.90809957,52.58843947,1
22.81384907,52.59643182,1
22.82201716,52.63980099,1
22.89593478,52.5989018,1
22.88451017,52.67816746,1
22.83509495,52.6356578,1
22.88242601,52.65020099,1
22.83116071,52.67428733,1
22.90414993,52.66416464,1
22.8926855,52.69442137,1
22.85119571,52.74352178,1
22.980839,52.71304063,1
22.90907926,52.74910189,1
22.90501074,52.76536892,1
22.93045509,52.71664623,1
22.99884013,52.73217956,1
23.00440609,52.76287593,1
22.92744149,52.80824418,1
23.00993319,52.73788266,1
23.04086176,52.77690076,1
23.07702272,52.76049703,1
23.08798962,52.77918796,1
22.98610537,52.81581092,1
22.98601827,52.77355261,1
23.05413878,52.79317345,1
23.10752492,52.78779648,1
23.06780438,52.78877376,1
23.17022164,52.82900554,1
23.12213842,52.83531935,1
23.15491905,52.80680756,1
23.14093998,52.83603315,1
23.21004298,52.77248315,1
23.15449401,52.79880809,1
23.15981361,52.79997523,1
23.22703126,52.82761029,1
23.23892903,52.83934633,1
23.19358337,52.81518628,1
23.22449546,52.77222518,1
23.32074474,52.84254556,1
23.33269967,52.82328471,1
23.23216868,52.78344763,1
23.34042371,52.82072833,1
23.26972277,52.82832506,1
23.28184274,52.80212846,1
23.35032952,52.83543645,1
23.4330845,52.81431447,1
23.37540809,52.76272645,1
23.34947883,52.79736636,1
23.46903308,52.81845268,1
23.44673689,52.77242126,1
23.3993159,52.7922903,1
23.3697111,52.79675281,1
23.4506059,52.82580906,1
23.3844882,52.74557397,1
23.4363324,52.78250419,1
23.44492117,52.74200218,1
23.4315014,52.77593489,1
23.40742664,52.78668591,1
23.48156622,52.76508527,1
23.43199394,52.77226987,1
23.40247893,52.77007211,1
23.42526358,52.77340365,1
23.45609603,52.7666759,1
23.41092106,52.72587509,1
23.47184415,52.74455107,1
23.49266058,52.67184702,1
23.42625448,52.65780163,1
23.49181761,52.65966176,1
23.45967162,52.65763571,1
23.49203343,52.63080913,1
23.44661713,52.60861568,1
23.41734942,52.53889889,1
23.50135066,52.52889097,1
23.45294548,52.53509524,1
23.53848252,52.46756697,1
23.53292057,52.48433882,1
23.51192778,52.45244491,1
23.45414159,52.50116416,1
23.43795034,52.44664666,1
23.41149813,52.49047359,1
23.44656448,52.46622637,1
23.42916811,52.41870575,1
23.44688199,52.44909064,1
23.48207104,52.43643701,1
23.421125,52.46248579,1
23.52348772,52.49253756,1
23.41942382,52.43952387,1
23.40453257,52.45549233,1
23.40681555,52.53514965,1
23.46383115,52.52952866,1
23.42669511,52.50504348,1
23.44228992,52.55745785,1
23.43017321,52.5799926,1
23.46086783,52.54095023,1
23.52433126,52.61346062,1
23.48135234,52.63232384,1
23.43055912,52.61202298,1
23.45262636,52.60727015,1
23.44004655,52.69110523,1
23.45070573,52.64959146,1
23.54717684,52.74375751,1
23.58103561,52.76315479,1
23.52996513,52.74437258,1
23.53425141,52.729551,1
23.51915379,52.79065135,1
23.46471505,52.78536233,1
23.5718809,52.79482767,1
23.542709,52.7620165,1
23.50129978,52.80624997,1
23.54673202,52.77574575,1
23.49032994,52.84060508,1
23.48409643,52.77825009,1
23.4887769,52.83723123,1
23.52850454,52.82226406,1
23.55867127,52.79129521,1
23.56500791,52.83777191,1
23.57352801,52.7846552,1
23.56187683,52.8117014,1
23.52358303,52.75563503,1
23.50731374,52.7417296,1
23.57227327,52.77391953,1
23.56201754,52.76056914,1
23.55306915,52.74474359,1
23.52495776,52.70351923,1
23.57627096,52.71164276,1
23.54268484,52.67776779,1
23.53345518,52.6950085,1
23.57089292,52.68989324,1
23.52264825,52.68102557,1
23.56280666,52.65302151,1
23.46851152,52.60125813,1
23.47429692,52.57264418,1
23.47256932,52.58029068,1
23.51673543,52.54725652,1
23.53105961,52.52590885,1
23.54391134,52.54218043,1
23.52736549,52.57285503,1
23.52518928,52.5232969,1
23.53095483,52.51561847,1
23.52020678,52.54717546,1
23.43459046,52.52362434,1
23.53664449,52.4836345,1
23.45024292,52.47316209,1
23.49534625,52.5053909,1
23.51518351,52.46820998,1
23.56769723,52.53194871,1
24.2560957,52.77789934,1
24.30778374,52.76692145,1
24.29451865,52.8079271,1
24.27125323,52.82485585,1
24.29613749,52.81008799,1
24.37020051,52.83249344,1
24.35728889,52.83234585,1
24.31209579,52.82970405,1
24.39609173,52.78286642,1
24.34124262,52.846625,1
24.31460087,52.84797291,1
24.39605012,52.84308276,1
24.34252776,52.82550808,1
24.36032439,52.79515582,1
24.39487515,52.81070565,1
24.49842759,52.76955728,1
24.406413,52.76643181,1
24.49636035,52.82487197,1
24.41961077,52.75040727,1
24.45607789,52.78810711,1
24.55045383,52.78131087,1
24.52293937,52.72981697,1
24.52999813,52.76069731,1
24.6136649,52.79349304,1
24.50825594,52.76242692,1
24.58073632,52.7419125,1
24.51864326,52.78828753,1
24.58025063,52.74486126,1
24.53974472,52.73415568,1
24.58531932,52.72411592,1
24.67315104,52.69289577,1
24.63500272,52.73609049,1
24.58882017,52.72766103,1
24.61517744,52.76022675,1
24.60584715,52.6850004,1
24.59262205,52.72497868,1
24.62093336,52.69627591,1
24.70745197,52.710504,1
24.66526077,52.70074878,1
24.73981944,52.68448933,1
24.6147093,52.69683055,1
24.68460302,52.71418258,1
24.72353329,52.65181456,1
24.68889521,52.67402451,1
24.74264888,52.63997922,1
24.69796105,52.62947821,1
24.71690618,52.65046056,1
24.73607135,52.65066268,1
24.75241596,52.6585714,1
24.71281226,52.60459881,1
24.69736392,52.59849105,1
24.70108511,52.57790746,1
24.71706018,52.5872064,1
24.67765877,52.56633794,1
24.69688823,52.53434686,1
24.81290759,52.55428704,1
24.77308003,52.55495149,1
24.77683364,52.52064608,1
24.75540838,52.55935858,1
24.77204864,52.54536913,1
24.70648607,52.51707539,1
24.730865,52.51388481,1
24.42801797,52.81023349,1
24.45215613,52.865331,1
24.4445083,52.79805442,1
24.38105735,52.81547277,1
24.52250935,52.87439617,1
24.44062617,52.86928109,1
24.54285453,52.80518949,1
24.51645634,52.84807227,1
24.44955493,52.85060138,1
24.46035207,52.78967582,1
24.45119037,52.82489344,1
24.53295175,52.82736391,1
24.51399188,52.84215363,1
24.56244965,52.83349801,1
24.58900807,52.80896214,1
24.53043746,52.78643904,1
24.64111508,52.81058828,1
24.64152118,52.78178543,1
24.60536847,52.79470887,1
24.66284614,52.81395858,1
24.64219093,52.75393915,1
24.62780867,52.79936824,1
24.70823885,52.80090622,1
24.64772972,52.76987554,1
24.59942603,52.73493036,1
24.65352847,52.79564025,1
24.73882678,52.7286714,1
24.64476506,52.71844938,1
24.71865816,52.74436794,1
24.66137705,52.76970483,1
24.70244227,52.74737869,1
24.73894305,52.74663549,1
24.66097851,52.72202334,1
24.73678133,52.72613259,1
24.71952383,52.74027548,1
24.73331033,52.66293578,1
24.76960782,52.66482835,1
24.68496237,52.69573399,1
24.7153594,52.64822557,1
24.71460271,52.65130057,1
24.69794343,52.71283257,1
24.70440839,52.68328395,1
24.70412888,52.65722377,1
24.72122531,52.69427159,1
24.70270888,52.66397417,1
24.74974506,52.65865447,1
24.74403173,52.65198703,1
24.73442532,52.64474173,1
24.71741625,52.63500193,1
24.83756451,52.58710943,1
24.78058424,52.59966158,1
24.74551108,52.61790253,1
24.74663215,52.57806314,1
24.75675935,52.53080829,1
24.85302008,52.52952704,1
24.72618418,52.53302533,1
24.73938426,52.55063012,1
24.78205,52.52900185,1
24.76849072,52.5138147,1
24.81657898,52.47106892,1
24.81871658,52.47063623,1
24.76733108,52.481572,1
24.8542121,52.48740111,1
24.73855601,52.46846707,1
24.83874194,52.43326833,1
24.85314589,52.40267589,1
24.83384982,52.42207275,1
24.75162728,52.43519795,1
24.86330662,52.44074398,1
24.84602871,52.42826523,1
24.77616939,52.43393301,1
24.84001412,52.37150211,1
24.7324765,52.42385881,1
24.75535173,52.34388556,1
24.80861701,52.33874916,1
24.73111204,52.37847116,1
24.76557611,52.31867883,1
24.81212172,52.32169606,1
24.82558462,52.30936643,1
24.74944035,52.28632026,1
24.81950816,52.35069024,1
24.80833049,52.33405729,1
24.70679982,52.33241316,1
24.7622469,52.30228903,1
24.77817208,52.32532543,1
24.72096138,52.26630385,1
24.71351906,52.25524267,1
24.68724056,52.23381098,1
24.67928559,52.24949017,1
24.63649623,52.26903564,1
24.66239535,52.27456914,1
24.66628881,52.26879688,1
24.62736542,52.23319642,1
24.64185663,52.22343505,1
24.73329143,52.19209204,1
24.62832034,52.22427933,1
24.65551556,52.18354513,1
24.61590398,52.19098446,1
24.57153385,52.18957934,1
24.58890368,52.18120075,1
24.69506989,52.15203073,1
24.61420216,52.17340047,1
24.56636078,52.20287085,1
24.58743528,52.20823186,1
24.60804868,52.20193083,1
